X,Y,Cu_ppm,Fe2O3_%,Au_ppb,Ni_ppm,Zn_ppm,Pb_ppm,X_scaled,Y_scaled,Ni_ppm_scaled,Zn_ppm_scaled,Pb_ppm_scaled,Predicted_Cu_ppm,Predicted_Fe2O3_%,Predicted_Au_ppb
77.157407,15.635135,23.3,4.6,1.5,66.8,39.8,27.3,0.6485049114936905,1.4754336558437657,0.7496853929124443,0.15618746673113237,0.8976993688368201,23.822524217932884,4.836531761615729,1.5001875
77.175926,15.635135,20.5,4.22,1.5,56.9,36.8,23.8,0.6861731428488426,1.4754336558437657,0.4227055733157528,-0.008739454398692429,0.5868923879083076,21.996114317259824,4.4892590635112075,1.5069616863631625
77.194444,15.635135,27.3,4.95,1.5,71.6,48.2,30.8,0.7238393401723915,1.4754336558437657,0.908221063019931,0.6179828458946421,1.2085063497653328,27.440342283799044,5.378338139266517,1.5011906026252984
77.212963,15.635135,24.5,4.71,1.5,61.2,45.5,24.4,0.7615075715275436,1.4754336558437657,0.5647271111203765,0.46954861687779964,0.6401735846389095,25.354583294836402,4.894268570915111,1.504235688721653
77.231481,15.635135,27.7,5.54,1.5,71.8,47.6,25.6,0.7991737688510924,1.4754336558437657,0.9148267159410765,0.584997461668677,0.7467359781001142,27.640439995148952,5.468647212963956,1.7490938284317499
77.25,15.635135,28.7,4.59,1.5,58.5,54.2,30.7,0.8368420002062444,1.4754336558437657,0.4755507966849151,0.9478366881542917,1.1996261503102323,27.13287590990844,5.040180065068807,1.7422934252059434
77.009259,15.653153,28.5,5.25,1.5,90.3,44.4,31.4,0.347167196778858,1.5075647120281328,1.5258496111470152,0.40907541246353046,1.2617875464959347,27.93458770309651,5.4620078415837785,1.5067927631578948
77.027778,15.653153,28.1,5.35,1.5,82.8,48.2,28.8,0.38483542813401006,1.5075647120281328,1.278137626604067,0.6179828458946421,1.0309023606633256,28.663479184192752,5.684868189398205,1.5001875
77.046296,15.653153,21.8,4.9,1.5,50.7,42.1,25.3,0.4225016254575589,1.5075647120281328,0.21793033276024917,0.2826314395973316,0.720095379734813,22.20277704057084,4.4586639974124775,1.5029531405163854
77.064815,15.653153,29.2,5.5,1.5,71.9,50.2,27.8,0.46016985681271094,1.5075647120281328,0.9181295424016493,0.7279341266478586,0.942100366112322,27.83860188871015,5.48487991515161,1.5339375000000002
77.083333,15.653153,31.6,5.67,1.5,68.5,65.3,26.5,0.4978360541362598,1.5075647120281328,0.8058334427421794,1.5580662963346432,0.8266577731960172,32.85669131525523,5.630319587055221,1.5425
77.101852,15.653153,27.2,5.51,1.5,65.0,51.1,25.4,0.5355042854914119,1.5075647120281328,0.6902345166221369,0.777412202986806,0.7289755791899132,26.155881255121916,5.138037015997236,1.5001875
77.12037,15.653153,27.1,5.48,1.5,64.6,62.8,28.6,0.5731704828149607,1.5075647120281328,0.6770232107798461,1.4206271953931224,1.013141961753125,31.477677824172137,5.499519041864936,1.5
77.138889,15.653153,27.5,5.52,1.5,73.0,59.3,30.2,0.6108387141701417,1.5075647120281328,0.9544606334679482,1.2282124540749935,1.1552251530347304,33.939672242557585,5.813942003207196,1.5
77.157407,15.653153,31.1,6.47,1.5,78.5,48.9,28.5,0.6485049114936905,1.5075647120281328,1.1361160887994435,0.6564657941582677,1.0042617622980243,29.317047110868426,5.9656575189547905,1.5001875
77.175926,15.653153,26.4,5.3,1.5,70.6,47.4,28.7,0.6861731428488426,1.5075647120281328,0.8751927984142046,0.5740023335933553,1.022022161208225,27.293222676249048,5.405451428314666,1.5011906026252984
77.194444,15.653153,25.6,4.94,1.5,66.3,46.8,26.8,0.7238393401723915,1.5075647120281328,0.7331712606095812,0.5410169493673902,0.8532983715613184,25.949405910004565,5.067092710860335,1.5011906026252984
77.212963,15.653153,20.1,4.42,1.5,58.0,40.7,28.0,0.7615075715275436,1.5075647120281328,0.45903666438205193,0.20566554307008011,0.9598607650225226,23.001533453342585,4.587395368687109,1.5011906026252984
77.231481,15.653153,23.0,4.44,1.5,49.8,57.0,34.7,0.7991737688510924,1.5075647120281328,0.1882048946150952,1.1017684812087947,1.5548341285142468,26.923332602566152,4.926147303878847,1.500403225806452
77.25,15.653153,8.0,2.79,1.5,8.9,30.1,22.9,0.8368420002062444,1.5075647120281328,-1.1626511277591152,-0.37707624492196756,0.5069705928124042,11.380470964723573,2.766957576365485,1.5021305420124076
77.009259,15.671171,24.0,4.56,1.5,76.5,40.2,29.5,0.347167196778858,1.5396957682124996,1.0700595595879907,0.178177722881776,1.093063756849028,25.62231868185058,5.20868993169036,1.5067927631578948
77.027778,15.671171,22.5,4.36,1.5,69.2,37.6,25.2,0.38483542813401006,1.5396957682124996,0.828953227966188,0.03524105790259442,0.7112151802797125,24.00012881009008,5.034905060546816,1.5526875000000002
77.009259,15.509009,13.4,2.62,1.5,28.6,23.9,18.7,0.347167196778858,1.2505162625531943,-0.5119943150263048,-0.717925215256939,0.13400221569818913,19.153368609282975,3.487702650669442,1.5529511115696408
77.027778,15.509009,18.6,3.0,1.5,34.2,23.9,16.9,0.38483542813401006,1.2505162625531943,-0.32703603323423674,-0.717925215256939,-0.025841374493617394,19.570021872778224,3.4457452967318267,1.5434340134965894
77.046296,15.509009,20.4,3.96,1.5,50.2,42.6,24.2,0.4225016254575589,1.2505162625531943,0.20141620045738598,0.31011925978563576,0.6224131857287089,23.92865554519717,4.473767963294047,1.517445253704625
77.064815,15.509009,9.5,3.11,1.5,24.0,29.9,22.7,0.46016985681271094,1.2505162625531943,-0.6639243322126462,-0.3880713729972894,0.4892101939022035,16.648587121104818,3.0876187574565295,1.5657031726213342
77.083333,15.509009,17.2,3.42,1.5,40.9,39.3,25.4,0.4978360541362598,1.2505162625531943,-0.10574666037586987,0.12869964654282823,0.7289755791899132,22.566740714775943,4.210802394381609,1.5054157700885915
77.101852,15.509009,27.0,5.13,1.5,74.0,46.9,29.3,0.5355042854914119,1.2505162625531943,0.9874888980736747,0.5465145134050512,1.0753033579388274,27.473037439939713,5.392413921322921,1.509444910167246
77.12037,15.509009,23.7,4.73,1.5,51.8,48.3,30.1,0.5731704828149607,1.2505162625531943,0.25426142382654804,0.6234804099323027,1.1463449535796302,25.698071251008194,4.623321711249955,1.509121155377974
77.138889,15.509009,16.8,3.43,1.5,30.5,45.1,32.6,0.6108387141701417,1.2505162625531943,-0.44924061227542456,0.44755836072715643,1.3683499399571393,20.72626636630097,4.131431757735313,1.5837878019546379
77.157407,15.509009,27.9,5.41,1.5,76.9,48.3,26.3,0.6485049114936905,1.2505162625531943,1.0832708654302814,0.6234804099323027,0.8088973742858165,28.480686494443013,5.522097710616784,1.509121155377974
77.175926,15.509009,29.0,5.51,1.5,81.0,48.9,25.6,0.6861731428488426,1.2505162625531943,1.2186867503137595,0.6564657941582677,0.7467359781001142,29.602540126370737,5.651016835473579,1.510285548325853
77.194444,15.509009,22.0,4.51,1.5,56.7,44.4,25.4,0.7238393401723915,1.2505162625531943,0.4160999203946077,0.40907541246353046,0.7289755791899132,25.23004150773911,4.600989887313341,1.5109459256843436
77.212963,15.509009,21.0,4.47,1.5,52.1,43.4,27.2,0.7615075715275436,1.2505162625531943,0.2641699032082661,0.3540997720869222,0.8888191693817197,24.407745258319693,4.4794396872700375,1.5326242580032723
77.231481,15.509009,10.7,2.61,1.5,23.1,29.2,19.8,0.7991737688510924,1.2505162625531943,-0.6936497703578001,-0.42655432126091514,0.23168440970429321,16.662440321416003,3.0244773935417446,1.5082290489911039
77.25,15.509009,26.3,4.21,1.5,62.3,46.5,25.3,0.8368420002062444,1.2505162625531943,0.6010582021866755,0.5245242572544079,0.720095379734813,26.10784743162709,4.924419309710358,1.5400773816706286
77.009259,15.527027,29.2,4.79,1.5,69.5,49.0,24.3,0.347167196778858,1.2826473187375613,0.8388617073479058,0.6619633581959286,0.6312933851838094,27.725945199338895,5.226278339402943,1.5112436525971065
77.027778,15.527027,28.4,4.98,1.5,75.1,52.7,24.1,0.38483542813401006,1.2826473187375613,1.0238199891399735,0.8653732275893793,0.6135329862736087,28.043787042237177,5.478537330186225,1.5859189772724311
77.046296,15.527027,22.8,4.38,1.5,48.1,41.6,22.4,0.4225016254575589,1.2826473187375613,0.13205684478536045,0.25514361940902747,0.46256959553690236,23.564869901751752,4.390501118413195,1.522244729895101
77.064815,15.527027,28.2,5.39,1.5,72.2,50.7,25.4,0.46016985681271094,1.2826473187375613,0.9280380217833671,0.7554219468361628,0.7289755791899132,28.02214148956698,5.48096299891377,1.532837080720707
77.083333,15.527027,23.5,4.89,1.5,65.2,49.9,26.7,0.4978360541362598,1.2826473187375613,0.6968401695432822,0.711441434534876,0.8444181721062178,26.27131419484411,5.095540140723562,1.5101757903981263
77.101852,15.527027,19.2,4.02,1.5,56.2,39.8,29.3,0.5355042854914119,1.2826473187375613,0.3995857880917445,0.15618746673113237,1.0753033579388274,22.089575054460603,4.473363232739994,1.5030004657228018
77.12037,15.527027,22.2,4.56,1.5,59.4,43.7,25.8,0.5731704828149607,1.2826473187375613,0.5052762348300689,0.37059246419990494,0.7644963770103148,25.018226590131885,4.777836926440822,1.5099428230590453
77.138889,15.527027,28.6,5.27,1.5,75.2,50.1,24.7,0.6108387141701417,1.2826473187375613,1.0271228156005465,0.7224365626101977,0.6668141830042107,28.286012934729527,5.479847153622468,1.5614577703758794
77.157407,15.527027,28.8,5.15,1.5,80.9,49.4,25.5,0.6485049114936905,1.2826473187375613,1.2153839238531872,0.6839536143465718,0.7378557786450136,29.48834613934761,5.654773482550272,1.6192824457005548
77.175926,15.527027,28.4,5.24,1.5,82.2,49.1,26.9,0.6861731428488426,1.2826473187375613,1.2583206678406313,0.6674609222335894,0.8621785710164185,29.72910397612791,5.651795125620072,1.5101242580032723
77.194444,15.527027,30.8,5.28,1.5,67.7,53.4,27.3,0.7238393401723915,1.2826473187375613,0.7794108310575983,0.9038561758530049,0.8976993688368201,27.767493555748484,5.230118227199665,1.517299582678597
77.212963,15.527027,19.8,4.01,1.5,48.1,40.8,24.0,0.7615075715275436,1.2826473187375613,0.13205684478536045,0.21116310710774064,0.6046527868185082,21.73189236482825,4.346312975601117,1.531462238345017
77.231481,15.527027,19.8,4.0,1.5,47.5,40.4,26.0,0.7991737688510924,1.2826473187375613,0.11223988602192454,0.1891728509570974,0.7822567759205155,21.66459536548224,4.348154967542635,1.5069807554136045
77.25,15.527027,19.3,4.12,1.5,48.3,40.8,24.5,0.8368420002062444,1.2826473187375613,0.1386624977065056,0.21116310710774064,0.64905378409401,21.877908002483036,4.387046344208128,1.508208985593438
77.009259,15.545045,5.4,2.01,1.5,14.7,22.7,20.3,0.347167196778858,1.3147783749219282,-0.971087193045902,-0.7838959837088689,0.276085406979795,12.496303180736225,2.6857175101703272,1.580703172621334
77.027778,15.545045,7.1,2.02,1.5,18.4,24.6,19.3,0.38483542813401006,1.3147783749219282,-0.8488826140047143,-0.679442266993313,0.18728341242879143,14.375131023739078,3.052882551851842,1.5145052559546677
77.046296,15.545045,3.6,2.09,1.5,8.5,21.5,17.1,0.4225016254575589,1.3147783749219282,-1.1758624336014059,-0.8498667521607988,-0.008080975583416423,10.034522285541952,2.604024651012864,1.5108334809288682
77.064815,15.545045,28.2,5.48,1.5,69.6,53.4,25.7,0.46016985681271094,1.3147783749219282,0.8421645338084782,0.9038561758530049,0.7556161775552143,27.778366221454732,5.34609957064708,1.51737259984639
77.083333,15.545045,29.3,5.53,4.0,72.2,53.7,25.7,0.4978360541362598,1.3147783749219282,0.9280380217833671,0.9203488679659876,0.7556161775552143,29.46926802062782,5.540160283540228,1.51737259984639
77.101852,15.545045,17.8,3.6,1.5,50.8,40.1,27.9,0.5355042854914119,1.3147783749219282,0.22123315922082162,0.17268015884411508,0.9509805655674222,21.457464624108088,4.371797638137753,1.5100359848484848
77.12037,15.545045,27.9,5.3,1.5,71.5,53.0,27.1,0.5731704828149607,1.3147783749219282,0.9049182365593585,0.8818659197023616,0.8799389699266195,28.10368027876948,5.512450417303687,1.5233319991789818
77.138889,15.545045,17.0,3.22,1.5,47.3,35.3,23.8,0.6108387141701417,1.3147783749219282,0.10563423310077917,-0.09120291496360483,0.5868923879083076,21.289359015582814,4.195640737716204,1.559211042418383
77.157407,15.545045,24.5,4.67,1.5,56.1,48.1,25.6,0.6485049114936905,1.3147783749219282,0.39628296163117177,0.6124852818569813,0.7467359781001142,25.472825183830572,4.7105290999256475,1.5163179648262377
77.175926,15.545045,20.6,4.42,1.5,53.3,41.3,25.4,0.6861731428488426,1.3147783749219282,0.3038038207351377,0.23865092729604478,0.7289755791899132,22.083705391287655,4.434858777358082,1.5361130487328356
77.194444,15.545045,32.4,5.49,1.5,69.1,52.5,25.8,0.7238393401723915,1.3147783749219282,0.825650401505615,0.8543780995140575,0.7644963770103148,28.14463721170075,5.272022212522836,1.5244963921268606
77.212963,15.545045,32.1,5.55,1.5,70.8,49.8,24.5,0.7615075715275436,1.3147783749219282,0.88179845133535,0.7059438704972151,0.64905378409401,28.764790087333637,5.488770008719802,1.6093811008647247
77.231481,15.545045,32.2,5.73,4.0,74.4,51.1,27.0,0.7991737688510924,1.3147783749219282,1.0007002039159654,0.777412202986806,0.871058770471519,29.117596430348804,5.5190208006189785,1.959738327610732
77.25,15.545045,31.9,5.63,7.0,70.5,49.6,26.1,0.8368420002062444,1.3147783749219282,0.8718899719536322,0.6949487424218936,0.7911369753756159,28.945103841968926,5.496370824765908,4.780591557790565
77.009259,15.563063,29.4,5.95,1.5,84.2,49.6,27.8,0.347167196778858,1.346909431106295,1.3243771970520841,0.6949487424218936,0.942100366112322,29.207067913082156,5.755053853136064,1.7476875
77.027778,15.563063,5.7,1.93,1.5,13.8,23.2,16.5,0.38483542813401006,1.346909431106295,-1.0008126311910557,-0.7564081635205647,-0.061362172314018706,11.524770095263023,2.81432294931593,1.5090785539215688
77.046296,15.563063,6.0,2.04,1.5,13.9,23.3,17.7,0.4225016254575589,1.346909431106295,-0.9975098047304831,-0.7509105994829038,0.04520022114718554,11.679133715719974,2.8145863765401384,1.5090785539215688
77.064815,15.563063,30.1,5.42,1.5,69.5,62.5,26.3,0.46016985681271094,1.346909431106295,0.8388617073479058,1.4041345032801402,0.8088973742858165,33.84755372382573,5.744890931726868,1.5
77.083333,15.563063,27.4,5.5,1.5,71.3,53.3,27.6,0.4978360541362598,1.346909431106295,0.8983125836382132,0.8983586118153439,0.9243399672021213,28.029912874050137,5.499473144193746,1.5001875
77.101852,15.563063,25.1,5.21,1.5,57.0,51.0,22.9,0.5355042854914119,1.346909431106295,0.42600839977632554,0.7719146389491451,0.5069705928124042,27.082281663803325,4.755931202904419,1.5025722087378641
77.12037,15.563063,27.6,4.89,1.5,70.1,51.7,25.7,0.5731704828149607,1.346909431106295,0.8586786661113415,0.8103975872127711,0.7556161775552143,27.813117558729154,5.349323764459862,1.5001875
77.138889,15.563063,26.0,4.71,1.5,81.6,42.2,33.2,0.6108387141701417,1.346909431106295,1.2385037090771953,0.2881290036349925,1.4216311366877414,27.835832809286345,5.356323452336236,1.5471875
77.157407,15.563063,26.4,5.44,1.5,71.5,49.2,25.8,0.6485049114936905,1.346909431106295,0.9049182365593585,0.6729584862712504,0.7644963770103148,27.772550354146748,5.4527168527842615,1.5001875
77.175926,15.563063,26.6,4.8,1.5,64.9,48.5,25.0,0.6861731428488426,1.346909431106295,0.6869316901615644,0.6344755380076245,0.6934547813695118,25.949106812256304,5.056155016265995,1.5011906026252984
77.194444,15.563063,22.0,4.25,1.5,52.9,39.9,24.3,0.7238393401723915,1.346909431106295,0.29059251489284715,0.1616850307687933,0.6312933851838094,21.73055775599338,4.384925674192605,1.526735688721653
77.212963,15.563063,25.4,4.47,1.5,56.3,47.5,23.3,0.7615075715275436,1.346909431106295,0.40288861455231695,0.5794998976310162,0.5424913906328058,25.843155269172684,4.711978581993832,1.5035753113631625
77.231481,15.563063,22.8,4.34,1.5,58.9,43.6,24.8,0.7991737688510924,1.346909431106295,0.48876210252720564,0.365094900162244,0.6756943824593111,24.891937228611518,4.774951542653379,1.5022542057902404
77.25,15.563063,26.6,4.74,1.5,69.7,45.8,27.3,0.8368420002062444,1.346909431106295,0.8454673602690511,0.48604130899078196,0.8976993688368201,26.98655688677322,5.151613250518503,1.5572934252059434
77.009259,15.581081,28.6,6.1,1.5,80.2,50.8,27.7,0.347167196778858,1.3790404872906619,1.1922641386291786,0.7609195108738233,0.9332201666572215,29.26940375568073,5.905681219371874,1.5001875
77.027778,15.581081,26.5,4.95,1.5,77.3,45.7,31.2,0.38483542813401006,1.3790404872906619,1.0964821712725716,0.48054374495312147,1.244027147585734,27.132725770880793,5.318703602078521,1.5067927631578948
77.046296,15.581081,21.5,4.81,1.5,49.3,45.3,24.0,0.4225016254575589,1.3790404872906619,0.17169076231223201,0.4585534888024778,0.6046527868185082,25.122727724890733,4.5159252439722355,1.5104531405163855
77.175926,15.171644,30.0,4.08,1.5,49.0,39.0,15.0,0.6861731428488426,0.6489015567235153,0.16178228293051417,0.11220695442984592,-0.1945651641405241,28.519516722551888,4.568350921699417,1.7891998868352588
77.064815,15.581081,29.9,5.91,1.5,82.7,50.3,28.3,0.46016985681271094,1.3790404872906619,1.2748348001434946,0.7334316906855192,0.9865013633878238,29.290173018167476,5.790945560533475,1.5001875
77.083333,15.581081,30.5,6.31,1.5,82.2,52.1,25.9,0.4978360541362598,1.3790404872906619,1.2583206678406313,0.8323878433634143,0.7733765764654149,29.759013172395736,5.855272203372113,1.5001875
77.101852,15.581081,27.6,4.92,1.5,72.0,51.1,27.2,0.5355042854914119,1.3790404872906619,0.9214323688622218,0.777412202986806,0.8888191693817197,28.04242105208035,5.474392805896622,1.5001875
77.12037,15.581081,22.7,4.35,1.5,67.7,39.8,28.0,0.5731704828149607,1.3790404872906619,0.7794108310575983,0.15618746673113237,0.9598607650225226,24.011343674127687,4.866886609305647,1.5001875
77.138889,15.581081,29.7,5.7,1.5,70.5,53.3,26.2,0.6108387141701417,1.3790404872906619,0.8718899719536322,0.8983586118153439,0.8000171748307161,28.268211732368517,5.512120906271912,1.8576875000000002
77.157407,15.581081,30.2,5.8,1.5,73.8,54.1,26.7,0.6485049114936905,1.3790404872906619,0.9808832451525292,0.9423391241166308,0.8444181721062178,29.728073832969354,5.590074401123602,1.5001875
77.175926,15.581081,32.9,6.01,1.5,79.9,53.3,25.7,0.6861731428488426,1.3790404872906619,1.1823556592474607,0.8983586118153439,0.7556161775552143,30.53729173709004,5.83413103060261,1.5011906026252984
77.194444,15.581081,32.2,6.1,1.5,82.1,53.5,28.2,0.7238393401723915,1.3790404872906619,1.2550178413800583,0.9093537398906658,0.9776211639327232,30.794352980364874,5.849416569645365,1.5011906026252984
77.212963,15.581081,17.7,4.16,1.5,48.2,40.9,23.4,0.7615075715275436,1.3790404872906619,0.13535967124593312,0.21666067114540155,0.5513715900879059,21.90182247546886,4.355389424877155,1.504235688721653
77.231481,15.581081,25.5,5.01,1.5,62.1,47.6,26.4,0.7991737688510924,1.3790404872906619,0.5944525492655303,0.584997461668677,0.8177775737409168,25.597530380983052,5.007248839168155,1.50159382843175
77.25,15.581081,24.7,4.56,1.5,61.2,41.9,25.7,0.8368420002062444,1.3790404872906619,0.5647271111203765,0.2716363115220098,0.7556161775552143,24.431106796429436,4.828752578215672,1.502953802564434
77.009259,15.599099,29.4,5.15,1.5,74.8,48.6,26.3,0.347167196778858,1.411171543475032,1.0139115097582556,0.6399731020452853,0.8088973742858165,27.752875730446593,5.409328127718417,1.8826875
77.027778,15.599099,13.8,2.86,1.5,49.9,30.0,25.9,0.38483542813401006,1.411171543475032,0.1915077210756679,-0.3825738089596285,0.7733765764654149,19.867833124547875,3.9478929442686495,1.5001875
77.046296,15.599099,26.7,5.64,1.5,73.8,49.1,25.5,0.4225016254575589,1.411171543475032,0.9808832451525292,0.6674609222335894,0.7378557786450136,27.736641612629345,5.4694648148007685,1.5001875
77.064815,15.599099,28.8,5.98,1.5,83.4,51.0,27.0,0.46016985681271094,1.411171543475032,1.2979545853675032,0.7719146389491451,0.871058770471519,29.497813060660878,5.827920855219995,1.5001875
77.083333,15.599099,31.1,6.41,1.5,86.7,52.2,25.5,0.4978360541362598,1.411171543475032,1.4069478585664001,0.8378854074010752,0.7378557786450136,29.85440068022537,5.867069865212009,1.5001875
77.101852,15.599099,30.5,6.35,1.5,82.8,52.0,25.9,0.5355042854914119,1.411171543475032,1.278137626604067,0.8268902793257534,0.7733765764654149,29.836562299295778,5.8668603603305485,1.5001875
77.12037,15.599099,22.1,4.0,1.5,69.6,38.5,26.5,0.5731704828149607,1.411171543475032,0.8421645338084782,0.08471913424154177,0.8266577731960172,24.209350147492263,4.981980097656091,1.5001875
77.138889,15.599099,26.1,4.93,1.5,64.3,45.3,26.9,0.6108387141701417,1.411171543475032,0.6671147313981283,0.4585534888024778,0.8621785710164185,25.396463333807546,4.9199283713869875,1.5001875
77.157407,15.599099,27.4,5.1,1.5,70.1,47.6,24.3,0.6485049114936905,1.411171543475032,0.8586786661113415,0.584997461668677,0.6312933851838094,26.95848223722262,5.276488052389787,1.5025722087378641
77.175926,15.599099,20.0,4.18,1.5,51.1,42.4,27.7,0.6861731428488426,1.411171543475032,0.2311416386025397,0.29912413171031393,0.9332201666572215,22.34949904810496,4.447155341829855,1.5011906026252984
77.157407,15.277027,26.9,4.37715,1.5,77.4,36.9,11.6,0.6485049114936905,0.8368284683606114,1.0997849977331446,-0.0032418903610315244,-0.49649194561393634,30.28222273924935,4.305884705930774,2.2604696855361732
77.175926,15.277027,22.0,3.88725,1.5,68.5,35.6,10.2,0.6861731428488426,0.8368284683606114,0.8058334427421794,-0.07471022285062212,-0.6208147379853414,28.678619808215643,4.099283172125379,2.2983665327890814
77.194444,15.277027,24.8,4.39845,3.0,75.6,44.6,11.9,0.7238393401723915,0.8368284683606114,1.0403341214428368,0.4200705405388523,-0.4698513472486352,34.28631855872251,5.02478052330166,2.4229229685155245
